deltaT, accX, accY, accZ, thetaX, thetaY, thetaZ
9812, -0.0517578, -0.0390625, 0.8925782, -3.0750076, 2.6212060, 26.2713527
12348, -0.0468750, -0.0310059, 0.9182129, -3.0538308, 2.6261332, 26.2689609
9848, -0.0537109, -0.0322266, 0.9121094, -3.0339093, 2.6401386, 26.2692584
9808, -0.0444336, -0.0310059, 0.9111329, -3.0155782, 2.6424629, 26.2707767
9828, -0.0517578, -0.0341797, 0.9091797, -2.9990530, 2.6567993, 26.2707691
9812, -0.0510254, -0.0385742, 0.8925782, -2.9890691, 2.6663279, 26.2696628
9816, -0.0461426, -0.0366211, 0.9052735, -2.9739673, 2.6686835, 26.2689819
9840, -0.0444336, -0.0375977, 0.9001465, -2.9615039, 2.6695003, 26.2676010
12360, -0.0461426, -0.0266113, 0.9216309, -2.9371164, 2.6749711, 26.2652091
9872, -0.0480957, -0.0297852, 0.9099122, -2.9181203, 2.6829895, 26.2647418
9812, -0.0473633, -0.0327148, 0.9011231, -2.8995313, 2.6869893, 26.2654037
9844, -0.0458984, -0.0341797, 0.8991700, -2.8846640, 2.6882772, 26.2652587
9816, -0.0480957, -0.0310059, 0.8908692, -2.8671317, 2.6970105, 26.2650985
9800, -0.0490723, -0.0368652, 0.8937989, -2.8549215, 2.7047164, 26.2659149
12380, -0.0437012, -0.0344238, 0.9028321, -2.8415639, 2.7042841, 26.2660884
9864, -0.0480957, -0.0285645, 0.9096680, -2.8205962, 2.7093613, 26.2645702
9808, -0.0485840, -0.0351562, 0.9038086, -2.8089496, 2.7161347, 26.2644100
9804, -0.0439453, -0.0373535, 0.8981934, -2.7979922, 2.7139170, 26.2656383
9840, -0.0478516, -0.0388184, 0.9035645, -2.7891504, 2.7187485, 26.2662410
9820, -0.0520020, -0.0375977, 0.9030762, -2.7776474, 2.7299771, 26.2654685
9812, -0.0585937, -0.0358887, 0.9013672, -2.7639586, 2.7469987, 26.2650012
12372, -0.0461426, -0.0400391, 0.9023438, -2.7573127, 2.7491109, 26.2635250
17452, -0.0461426, -0.0361328, 0.9045411, -2.7404758, 2.7504301, 26.2613105
12136, -0.0539551, -0.0415039, 0.8986817, -2.7322568, 2.7615609, 26.2623996
9920, -0.0549316, -0.0344238, 0.8967286, -2.7174892, 2.7734797, 26.2622394
9852, -0.0541992, -0.0297852, 0.9077149, -2.6973462, 2.7830410, 26.2598953
9852, -0.0554199, -0.0334473, 0.9025879, -2.6808574, 2.7925972, 26.2578716
9844, -0.0461426, -0.0407715, 0.9123536, -2.6734781, 2.7918422, 26.2570400
12384, -0.0461426, -0.0393066, 0.8947754, -2.6659851, 2.7903232, 26.2568473
9864, -0.0522461, -0.0275879, 0.9038086, -2.6431117, 2.7982583, 26.2568397
9832, -0.0485840, -0.0310059, 0.9016114, -2.6254246, 2.8020179, 26.2578372
9820, -0.0473633, -0.0297852, 0.9084473, -2.6077530, 2.8030362, 26.2576923
9816, -0.0559082, -0.0280762, 0.9111329, -2.5857081, 2.8122137, 26.2572727
9820, -0.0371094, -0.0485840, 0.9133301, -2.5906651, 2.7985854, 26.2586383
9816, -0.0405273, -0.0419922, 0.9091797, -2.5875484, 2.7904000, 26.2586307
12376, -0.0498047, -0.0322266, 0.9062500, -2.5743327, 2.7948634, 26.2572307
9860, -0.0517578, -0.0361328, 0.9104004, -2.5635564, 2.8014903, 26.2563056
9816, -0.0424805, -0.0415039, 0.8942872, -2.5636427, 2.7968387, 26.2557487
9832, -0.0434570, -0.0473633, 0.9116211, -2.5672123, 2.7907083, 26.2535419
9824, -0.0561523, -0.0397949, 0.9118653, -2.5599226, 2.8033363, 26.2479915
9828, -0.0825195, -0.0241699, 0.9145508, -2.5283646, 2.8460621, 26.2330074
19736, -0.0507812, -0.0415039, 0.9235840, -2.5227718, 2.8503782, 26.2266101
9872, -0.0532227, -0.0493164, 0.9106446, -2.5290420, 2.8551185, 26.2232437
9852, -0.0563965, -0.0397949, 0.9152832, -2.5239603, 2.8634343, 26.2210979
9836, -0.0434570, -0.0390625, 0.9328614, -2.5148081, 2.8546085, 26.2219142
9840, -0.0651855, -0.0415039, 0.9165040, -2.5109264, 2.8724510, 26.2202262
9836, -0.0290527, -0.0942383, 0.9406739, -2.5673758, 2.8516895, 26.2282772
9848, -0.1037598, -0.0563965, 0.9006348, -2.5739219, 2.9132272, 26.2275829
12392, -0.0480957, -0.0280762, 0.9196778, -2.5545306, 2.9106418, 26.2292213
9848, -0.0815430, -0.0305176, 0.9179688, -2.5379090, 2.9495825, 26.2315025
9812, -0.0537109, -0.0361328, 0.9135743, -2.5273251, 2.9533777, 26.2292957
9832, -0.0466309, -0.0388184, 0.9182129, -2.5230734, 2.9508414, 26.2255783
9828, -0.1147461, -0.0102539, 0.8974610, -2.4859569, 3.0355448, 26.2215995
9844, -0.0212402, -0.0339355, 0.8974610, -2.4790327, 3.0043962, 26.2184314
9832, -0.0314941, -0.0266113, 0.9167481, -2.4636383, 2.9863670, 26.2121639
12400, -0.0776367, -0.0236816, 0.8977051, -2.4549441, 3.0218992, 26.2119541
9868, -0.0715332, -0.0214844, 0.9006348, -2.4375402, 3.0517494, 26.2110290
9808, -0.0554199, -0.0566406, 0.9184571, -2.4593477, 3.0571877, 26.2097854
9796, -0.0458984, -0.0444336, 0.9067383, -2.4669532, 3.0536167, 26.2093181
9816, -0.0473633, -0.0361328, 0.9118653, -2.4633934, 3.0505723, 26.2082405
9824, -0.0407715, -0.0363770, 0.9245606, -2.4580421, 3.0371425, 26.2061710
12372, -0.0622559, -0.0329590, 0.9160157, -2.4479420, 3.0526359, 26.2054271
9860, -0.0583496, -0.0314941, 0.9150391, -2.4368855, 3.0613126, 26.2051143
9824, -0.0568848, -0.0395508, 0.9196778, -2.4359695, 3.0662431, 26.2046470
9792, -0.0432129, -0.0361328, 0.9096680, -2.4321193, 3.0585105, 26.2003631
9820, -0.0356445, -0.0354004, 0.9182129, -2.4286258, 3.0384705, 26.1936225
9820, -0.0478516, -0.0278320, 0.9182129, -2.4151592, 3.0358159, 26.1879806
9824, -0.0500488, -0.0229492, 0.9089356, -2.3989815, 3.0404529, 26.1851158
12360, -0.0527344, -0.0432129, 0.9013672, -2.4092600, 3.0479521, 26.1852893
9844, -0.0515137, -0.0356445, 0.9074707, -2.4073653, 3.0508017, 26.1847324
9808, -0.0454102, -0.0373535, 0.9101563, -2.4088683, 3.0453367, 26.1839599
9820, -0.0532227, -0.0312500, 0.9106446, -2.4016616, 3.0485897, 26.1854782
